precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.1,1.0,0.18,1.0,0.5,3.04,2.77
0.2,0.67,0.31,1.0,2.18,3.03,2.76
0.1,1.0,0.18,1.0,0.44,3.0,2.74
0.3,1.0,0.46,0.4,2.66,2.99,2.72
0.1,1.0,0.18,0.17,5.13,3.02,2.74
0.3,1.0,0.46,0.92,1.62,3.0,2.72
0.2,0.29,0.24,0.42,2.87,3.0,2.74
0.0,0.0,0.0,0.0,2.66,2.99,2.72
0.3,0.75,0.43,1.0,2.06,2.98,2.71
0.0,0.0,0.0,0.0,1.11,2.96,2.69
0.1,1.0,0.18,1.0,2.51,2.96,2.68
0.1,0.33,0.15,0.12,1.92,2.94,2.66
0.0,0.0,0.0,0.0,2.12,2.93,2.66
0.2,0.33,0.25,0.25,1.32,2.92,2.66
0.1,1.0,0.18,1.0,0.05,2.88,2.64
0.1,1.0,0.18,0.17,0.28,2.86,2.62
0.2,0.4,0.27,0.25,0.67,2.83,2.61
0.7,1.0,0.82,1.0,4.6,2.85,2.62
0.9,1.0,0.95,1.0,1.19,2.83,2.61
0.1,1.0,0.18,0.25,5.82,2.87,2.62
0.0,0.0,0.0,0.0,1.55,2.85,2.61
0.0,0.0,0.0,0.0,1.86,2.84,2.61
0.0,0.0,0.0,0.0,1.47,2.83,2.58
0.5,1.0,0.67,0.76,1.25,2.81,2.55
0.6,0.35,0.44,0.92,4.57,2.83,2.58
