precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.2,0.67,0.31,1.0,8.93,8.93,8.93
0.4,0.67,0.5,0.77,5.4,7.17,7.17
0.1,1.0,0.18,1.0,21.53,11.96,8.93
0.0,0.0,0.0,0.0,10.88,11.69,9.91
0.2,0.5,0.29,0.61,9.11,11.17,9.11
0.1,1.0,0.18,1.0,5.79,10.28,9.02
0.4,1.0,0.57,1.0,18.64,11.47,9.11
0.1,1.0,0.18,0.33,2.28,10.32,9.02
0.1,1.0,0.18,1.0,10.64,10.36,9.11
0.5,0.83,0.62,0.83,11.77,10.5,9.88
0.8,0.36,0.5,0.9,4.82,9.98,9.11
0.2,0.67,0.31,0.62,6.14,9.66,9.02
0.2,1.0,0.33,1.0,15.99,10.15,9.11
0.1,1.0,0.18,1.0,14.53,10.46,9.88
0.5,0.71,0.59,0.72,2.6,9.94,9.11
0.6,1.0,0.75,0.98,4.92,9.62,9.02
0.1,1.0,0.18,1.0,4.45,9.32,8.93
0.1,1.0,0.18,1.0,14.81,9.62,9.02
0.1,0.5,0.17,0.2,11.72,9.73,9.11
0.4,0.27,0.32,0.82,9.26,9.71,9.19
0.9,0.64,0.75,0.93,4.37,9.46,9.11
0.0,0.0,0.0,0.0,3.47,9.18,9.02
0.5,0.38,0.43,0.62,5.38,9.02,8.93
0.2,1.0,0.33,1.0,22.21,9.57,9.02
0.1,0.5,0.17,1.0,10.99,9.63,9.11
0.1,0.11,0.11,1.0,8.32,9.58,9.02
0.2,1.0,0.33,1.0,8.99,9.55,8.99
0.0,0.0,0.0,0.0,7.06,9.46,8.96
0.2,1.0,0.33,0.62,13.0,9.59,8.99
0.2,1.0,0.33,0.23,9.59,9.59,9.05
0.8,0.38,0.52,0.75,8.95,9.57,8.99
0.2,1.0,0.33,1.0,3.36,9.37,8.97
0.0,0.0,0.0,0.0,7.53,9.32,8.95
0.1,1.0,0.18,1.0,26.67,9.83,8.97
0.7,0.88,0.78,0.91,4.49,9.67,8.95
0.9,0.64,0.75,0.96,13.91,9.79,8.97
0.2,1.0,0.33,0.83,10.77,9.82,8.99
0.1,1.0,0.18,1.0,15.24,9.96,9.05
0.4,0.67,0.5,0.67,18.26,10.17,9.11
0.2,1.0,0.33,0.5,2.66,9.99,9.05
0.9,0.41,0.56,1.0,6.06,9.89,8.99
0.5,1.0,0.67,0.81,19.44,10.12,9.05
0.1,1.0,0.18,1.0,2.07,9.93,8.99
0.1,1.0,0.18,1.0,9.22,9.91,9.05
0.1,1.0,0.18,1.0,5.33,9.81,8.99
0.1,1.0,0.18,1.0,12.65,9.87,9.05
0.0,0.0,0.0,0.0,11.51,9.91,9.11
0.1,0.25,0.14,0.2,4.05,9.79,9.05
0.3,0.38,0.33,0.5,7.74,9.74,8.99
0.3,1.0,0.46,0.42,16.66,9.88,9.05
0.0,0.0,0.0,0.0,11.42,9.91,9.11
0.2,0.4,0.27,0.83,5.81,9.83,9.05
0.1,0.33,0.15,0.2,10.65,9.85,9.11
0.9,0.75,0.82,1.0,2.47,9.71,9.05
0.2,0.4,0.27,0.45,3.31,9.6,8.99
0.8,0.89,0.84,1.0,1.67,9.46,8.97
0.1,1.0,0.18,0.33,3.85,9.36,8.95
0.2,1.0,0.33,0.42,5.65,9.29,8.94
0.0,0.0,0.0,0.0,12.26,9.34,8.95
0.3,1.0,0.46,1.0,4.13,9.26,8.94
0.7,1.0,0.82,0.9,8.23,9.24,8.93
0.1,1.0,0.18,0.17,6.23,9.19,8.63
0.0,0.0,0.0,0.0,7.94,9.17,8.32
0.0,0.0,0.0,0.0,10.16,9.19,8.63
0.0,0.0,0.0,0.0,8.29,9.17,8.32
0.3,0.5,0.37,1.0,6.61,9.13,8.3
0.0,0.0,0.0,0.0,2.85,9.04,8.29
0.7,0.7,0.7,0.79,4.61,8.98,8.26
0.0,0.0,0.0,0.0,3.95,8.9,8.23
0.1,1.0,0.18,0.5,4.74,8.84,8.09
0.1,0.11,0.11,0.5,6.41,8.81,7.94
0.2,0.5,0.29,0.33,5.54,8.76,7.84
0.1,1.0,0.18,1.0,10.27,8.78,7.94
0.1,1.0,0.18,0.33,6.77,8.76,7.84
0.3,0.75,0.43,0.36,3.92,8.69,7.74
0.1,1.0,0.18,1.0,2.22,8.61,7.64
0.2,0.67,0.31,1.0,3.77,8.54,7.53
0.1,1.0,0.18,1.0,1.72,8.46,7.3
0.0,0.0,0.0,0.0,5.12,8.41,7.06
0.0,0.0,0.0,0.0,19.47,8.55,7.3
0.3,1.0,0.46,0.92,2.69,8.48,7.06
0.0,0.0,0.0,0.0,7.36,8.47,7.21
0.5,1.0,0.67,1.0,6.34,8.44,7.06
0.3,0.75,0.43,1.0,5.1,8.4,6.92
0.0,0.0,0.0,0.0,5.37,8.37,6.77
0.1,1.0,0.18,0.5,3.9,8.31,6.69
0.0,0.0,0.0,0.0,5.08,8.28,6.61
0.2,0.5,0.29,0.42,6.07,8.25,6.51
0.0,0.0,0.0,0.0,4.09,8.2,6.41
0.1,1.0,0.18,1.0,0.56,8.12,6.37
0.0,0.0,0.0,0.0,2.63,8.06,6.34
0.0,0.0,0.0,0.0,4.0,8.01,6.28
0.7,1.0,0.82,1.0,5.61,7.99,6.23
0.7,0.78,0.74,0.68,2.13,7.93,6.18
0.0,0.0,0.0,0.0,21.44,8.07,6.23
0.0,0.0,0.0,0.0,6.47,8.05,6.28
0.0,0.0,0.0,0.0,3.83,8.01,6.23
0.0,0.0,0.0,0.0,2.59,7.95,6.18
0.3,0.6,0.4,0.47,2.87,7.9,6.14
0.4,0.24,0.3,0.37,10.23,7.93,6.18
