precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.08,0.89,0.15,0.52,1.31,7.87,7.32
0.01,1.0,0.02,0.12,3.1,7.78,7.31
0.02,1.0,0.04,1.0,4.9,7.73,7.07
0.0,0.0,0.0,0.0,9.82,7.77,7.31
0.03,1.0,0.06,1.0,2.99,7.69,7.07
0.07,1.0,0.13,0.39,5.42,7.65,6.83
0.01,1.0,0.02,0.09,4.77,7.61,6.66
0.0,0.0,0.0,0.0,6.23,7.58,6.49
0.0,0.0,0.0,0.0,8.99,7.61,6.66
0.06,0.75,0.11,0.25,6.88,7.6,6.83
0.03,0.5,0.06,0.7,5.7,7.57,6.66
0.0,0.0,0.0,0.0,2.27,7.49,6.49
0.08,0.8,0.15,0.71,3.55,7.43,6.38
0.01,1.0,0.02,0.33,3.0,7.37,6.27
0.01,1.0,0.02,1.0,3.73,7.31,6.25
0.06,0.67,0.11,0.18,4.97,7.28,6.23
0.02,0.5,0.04,0.03,4.32,7.24,6.13
0.01,1.0,0.02,0.5,8.18,7.25,6.23
0.01,1.0,0.02,0.5,5.44,7.23,6.13
0.0,0.0,0.0,0.0,3.04,7.17,6.04
0.01,1.0,0.02,0.5,1.87,7.1,5.93
0.02,0.67,0.04,0.83,2.93,7.05,5.82
0.01,1.0,0.02,1.0,1.37,6.98,5.76
0.02,0.67,0.04,0.11,4.03,6.94,5.7
0.0,0.0,0.0,0.0,11.62,7.0,5.76
0.03,1.0,0.06,1.0,1.64,6.93,5.7
0.02,0.29,0.04,0.52,5.77,6.92,5.73
0.0,0.0,0.0,0.0,4.95,6.89,5.7
0.03,0.75,0.06,0.79,3.93,6.86,5.57
0.0,0.0,0.0,0.0,4.07,6.82,5.44
0.01,1.0,0.02,1.0,3.03,6.78,5.44
0.01,0.33,0.02,0.12,3.99,6.75,5.44
0.0,0.0,0.0,0.0,4.78,6.73,5.43
0.05,0.83,0.09,0.05,3.12,6.69,5.42
0.01,1.0,0.02,1.0,0.5,6.62,5.4
0.0,0.0,0.0,0.0,2.18,6.57,5.39
0.04,0.8,0.08,0.09,3.27,6.53,5.3
0.07,1.0,0.13,0.91,4.12,6.51,5.22
0.09,1.0,0.17,0.54,1.57,6.45,5.09
0.01,1.0,0.02,0.04,17.04,6.57,5.22
0.01,1.0,0.02,0.02,5.24,6.55,5.23
0.0,0.0,0.0,0.0,3.12,6.52,5.22
0.0,0.0,0.0,0.0,2.05,6.47,5.09
0.05,1.0,0.1,0.3,2.35,6.43,4.97
0.11,0.65,0.19,0.39,8.69,6.45,5.09
