precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.0,0.0,0.0,0.0,8.18,8.18,8.18
0.1,0.17,0.12,0.11,5.34,6.76,6.76
0.1,1.0,0.18,0.5,19.76,11.09,8.18
0.0,0.0,0.0,0.0,11.1,11.09,9.64
0.3,0.75,0.43,0.44,8.65,10.6,8.65
0.1,1.0,0.18,1.0,5.47,9.75,8.41
0.4,1.0,0.57,0.89,18.06,10.94,8.65
0.1,1.0,0.18,1.0,1.97,9.82,8.41
0.1,1.0,0.18,1.0,9.99,9.83,8.65
0.4,0.67,0.5,0.72,10.37,9.89,9.32
0.7,0.32,0.44,0.9,4.27,9.38,8.65
0.0,0.0,0.0,0.0,5.53,9.06,8.41
0.2,1.0,0.33,1.0,14.42,9.47,8.65
0.1,1.0,0.18,1.0,10.35,9.53,9.32
0.0,0.0,0.0,0.0,2.51,9.06,8.65
0.4,0.67,0.5,0.79,3.81,8.74,8.41
0.1,1.0,0.18,1.0,3.46,8.43,8.18
0.1,1.0,0.18,1.0,12.17,8.63,8.41
0.0,0.0,0.0,0.0,10.58,8.74,8.65
0.7,0.47,0.56,0.76,7.43,8.67,8.41
0.8,0.57,0.67,1.0,3.31,8.42,8.18
0.1,0.33,0.15,0.33,2.77,8.16,7.8
0.6,0.46,0.52,0.8,4.35,7.99,7.43
0.1,0.5,0.17,0.33,20.61,8.52,7.8
0.1,0.5,0.17,1.0,9.33,8.55,8.18
0.3,0.33,0.32,0.7,6.45,8.47,7.8
0.2,1.0,0.33,1.0,7.28,8.43,7.43
0.0,0.0,0.0,0.0,5.96,8.34,7.36
0.2,1.0,0.33,1.0,10.21,8.4,7.43
0.0,0.0,0.0,0.0,9.36,8.43,7.8
0.8,0.38,0.52,0.93,7.33,8.4,7.43
0.2,1.0,0.33,0.38,2.55,8.22,7.38
0.0,0.0,0.0,0.0,5.81,8.14,7.33
0.1,1.0,0.18,1.0,21.21,8.53,7.38
0.7,0.88,0.78,0.85,3.32,8.38,7.33
0.8,0.57,0.67,0.7,10.43,8.44,7.38
0.2,1.0,0.33,1.0,8.08,8.43,7.43
0.1,1.0,0.18,1.0,11.16,8.5,7.76
0.5,0.83,0.62,0.88,13.81,8.63,8.08
