precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.06,1.0,0.11,0.7,9.41,9.41,9.41
0.12,1.0,0.21,0.59,6.05,7.73,7.73
0.02,1.0,0.04,1.0,23.53,13.0,9.41
0.02,0.33,0.04,0.02,13.52,13.13,11.47
0.08,1.0,0.15,0.4,10.22,12.54,10.22
0.02,1.0,0.04,1.0,6.72,11.57,9.82
0.08,1.0,0.15,1.0,22.29,13.1,10.22
0.02,1.0,0.04,0.33,2.38,11.76,9.82
0.02,1.0,0.04,1.0,12.97,11.9,10.22
0.12,1.0,0.21,0.73,13.28,12.04,11.59
0.36,0.82,0.5,0.79,5.36,11.43,10.22
0.0,0.0,0.0,0.0,7.24,11.08,9.82
0.04,1.0,0.08,1.0,18.34,11.64,10.22
0.02,1.0,0.04,1.0,13.06,11.74,11.59
0.08,0.57,0.14,0.05,3.25,11.17,10.22
0.12,1.0,0.21,0.98,5.36,10.81,9.82
0.02,1.0,0.04,1.0,4.75,10.45,9.41
0.02,1.0,0.04,1.0,17.75,10.86,9.82
0.0,0.0,0.0,0.0,14.1,11.03,10.22
0.3,1.0,0.46,0.74,10.0,10.98,10.11
0.28,1.0,0.44,0.93,4.64,10.68,10.0
0.06,1.0,0.11,0.07,3.58,10.35,9.71
0.26,1.0,0.41,0.59,5.82,10.16,9.41
0.04,1.0,0.08,1.0,26.73,10.85,9.71
0.04,1.0,0.08,0.54,12.15,10.9,10.0
0.06,0.33,0.1,0.41,8.25,10.8,9.71
0.04,1.0,0.08,1.0,9.43,10.75,9.43
0.0,0.0,0.0,0.0,7.8,10.64,9.42
0.04,1.0,0.08,0.62,12.89,10.72,9.43
0.04,1.0,0.08,0.23,12.02,10.76,9.72
0.38,0.9,0.54,0.8,9.25,10.71,9.43
0.04,1.0,0.08,1.0,3.51,10.49,9.42
0.0,0.0,0.0,0.0,7.89,10.41,9.41
0.02,1.0,0.04,1.0,27.37,10.91,9.42
0.16,1.0,0.28,0.87,4.83,10.73,9.41
0.28,1.0,0.44,0.95,14.12,10.83,9.42
0.04,1.0,0.08,0.83,11.03,10.83,9.43
0.02,1.0,0.04,1.0,15.74,10.96,9.72
0.12,1.0,0.21,0.56,18.25,11.15,10.0
0.2,1.0,0.33,0.5,2.78,10.94,9.72
0.44,1.0,0.61,0.72,6.55,10.83,9.43
0.1,1.0,0.18,0.81,21.57,11.09,9.72
0.02,1.0,0.04,1.0,2.11,10.88,9.43
0.02,1.0,0.04,1.0,10.27,10.87,9.72
0.02,1.0,0.04,1.0,5.3,10.74,9.43
0.02,1.0,0.04,1.0,16.88,10.88,9.72
0.04,0.4,0.07,0.04,15.36,10.97,10.0
0.0,0.0,0.0,0.0,5.74,10.86,9.72
0.16,1.0,0.28,0.34,9.33,10.83,9.43
0.06,1.0,0.11,0.42,16.86,10.95,9.72
0.0,0.0,0.0,0.0,11.71,10.97,10.0
0.04,0.4,0.07,0.83,6.19,10.88,9.72
0.0,0.0,0.0,0.0,12.58,10.91,10.0
0.24,1.0,0.39,0.94,2.88,10.76,9.72
0.1,1.0,0.18,0.33,3.53,10.63,9.43
0.16,0.89,0.27,1.0,1.59,10.47,9.42
0.02,1.0,0.04,0.33,3.93,10.35,9.41
0.04,1.0,0.08,0.42,5.71,10.27,9.37
0.0,0.0,0.0,0.0,12.47,10.31,9.41
0.06,1.0,0.11,1.0,3.84,10.2,9.37
0.14,1.0,0.25,0.67,7.51,10.16,9.33
0.02,1.0,0.04,0.17,7.3,10.11,9.29
0.04,0.67,0.08,0.04,9.32,10.1,9.32
0.0,0.0,0.0,0.0,12.22,10.13,9.33
