precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.06,1.0,0.11,0.28,3.66,3.66,3.66
0.12,1.0,0.21,0.51,3.2,3.43,3.43
0.02,1.0,0.04,1.0,5.69,4.19,3.66
0.06,1.0,0.11,0.64,2.47,3.76,3.43
0.08,1.0,0.15,0.62,4.03,3.81,3.66
0.02,1.0,0.04,1.0,2.24,3.55,3.43
0.08,1.0,0.15,1.0,6.23,3.93,3.66
0.02,1.0,0.04,1.0,2.11,3.7,3.43
0.02,1.0,0.04,1.0,3.15,3.64,3.2
0.1,0.83,0.18,0.87,2.7,3.55,3.18
0.36,0.82,0.5,0.95,1.28,3.34,3.15
0.06,1.0,0.11,0.5,1.61,3.2,2.93
0.04,1.0,0.08,1.0,5.78,3.4,3.15
0.02,1.0,0.04,1.0,1.5,3.26,2.93
0.14,1.0,0.25,0.98,2.65,3.22,2.7
0.12,1.0,0.21,0.92,1.72,3.13,2.68
0.02,1.0,0.04,1.0,1.75,3.05,2.65
0.02,1.0,0.04,1.0,6.13,3.22,2.68
0.04,1.0,0.08,0.55,3.06,3.21,2.7
0.24,0.8,0.37,0.64,3.0,3.2,2.85
0.16,0.57,0.25,0.61,0.35,3.06,2.7
0.06,1.0,0.11,0.61,0.52,2.95,2.68
0.26,1.0,0.41,0.96,2.82,2.94,2.7
0.04,1.0,0.08,1.0,7.39,3.13,2.76
0.04,1.0,0.08,0.59,5.7,3.23,2.82
0.16,0.89,0.27,0.61,4.12,3.26,2.91
0.04,1.0,0.08,1.0,2.62,3.24,2.82
0.02,1.0,0.04,0.04,0.6,3.15,2.76
0.04,1.0,0.08,1.0,2.93,3.14,2.82
0.04,1.0,0.08,0.83,3.86,3.16,2.87
0.4,0.95,0.56,0.88,3.84,3.18,2.93
0.04,1.0,0.08,1.0,1.97,3.15,2.87
0.0,0.0,0.0,0.0,2.33,3.12,2.82
0.02,1.0,0.04,1.0,10.27,3.33,2.87
0.16,1.0,0.28,1.0,0.62,3.25,2.82
0.28,1.0,0.44,1.0,5.18,3.31,2.87
0.04,1.0,0.08,1.0,3.23,3.31,2.93
0.02,1.0,0.04,1.0,5.3,3.36,2.96
0.12,1.0,0.21,0.98,5.23,3.41,3.0
0.5,1.0,0.67,0.5,1.62,3.36,2.96
0.42,0.95,0.58,0.94,1.5,3.32,2.93
0.1,1.0,0.18,1.0,6.29,3.39,2.96
0.02,1.0,0.04,1.0,1.22,3.34,2.93
0.02,1.0,0.04,1.0,2.25,3.31,2.87
0.02,1.0,0.04,0.2,1.01,3.26,2.82
0.02,1.0,0.04,1.0,1.79,3.23,2.76
0.1,1.0,0.18,0.29,2.61,3.22,2.7
0.08,1.0,0.15,0.3,0.88,3.17,2.68
0.16,1.0,0.28,1.0,3.12,3.17,2.7
0.06,1.0,0.11,0.81,2.49,3.15,2.68
0.06,1.0,0.11,0.4,4.25,3.17,2.7
0.1,1.0,0.18,0.64,2.9,3.17,2.76
0.06,1.0,0.11,0.28,2.64,3.16,2.7
0.24,1.0,0.39,0.84,0.19,3.1,2.68
0.1,1.0,0.18,0.27,2.0,3.08,2.65
0.16,0.89,0.27,0.88,0.17,3.03,2.65
0.02,1.0,0.04,1.0,0.81,2.99,2.64
0.04,1.0,0.08,1.0,1.5,2.97,2.63
0.0,0.0,0.0,0.0,2.9,2.97,2.64
0.06,1.0,0.11,0.81,0.89,2.93,2.63
0.14,1.0,0.25,0.94,0.58,2.89,2.62
0.02,1.0,0.04,0.5,2.38,2.88,2.61
0.04,0.67,0.08,0.04,2.53,2.88,2.61
0.02,1.0,0.04,0.05,2.06,2.87,2.57
0.14,0.88,0.24,0.5,2.58,2.86,2.58
0.1,0.83,0.18,0.65,0.79,2.83,2.56
0.02,0.33,0.04,0.02,2.6,2.83,2.58
0.16,0.8,0.27,0.89,0.97,2.8,2.56
0.02,1.0,0.04,1.0,1.98,2.79,2.53
0.02,1.0,0.04,1.0,0.89,2.76,2.51
0.18,1.0,0.31,0.62,0.81,2.73,2.49
0.06,0.75,0.11,0.26,2.52,2.73,2.51
0.02,1.0,0.04,1.0,3.75,2.74,2.52
0.02,1.0,0.04,1.0,1.48,2.73,2.51
0.08,1.0,0.15,0.64,1.68,2.71,2.49
0.02,1.0,0.04,1.0,0.49,2.68,2.48
0.04,0.67,0.08,1.0,2.08,2.68,2.47
0.02,1.0,0.04,1.0,0.41,2.65,2.43
0.06,1.0,0.11,0.32,2.38,2.64,2.38
0.02,1.0,0.04,0.03,4.72,2.67,2.43
0.06,1.0,0.11,1.0,1.24,2.65,2.38
0.06,0.43,0.11,0.44,2.53,2.65,2.43
0.1,1.0,0.18,0.75,2.31,2.65,2.38
0.06,0.75,0.11,0.92,1.79,2.64,2.38
0.02,0.33,0.04,0.02,0.95,2.62,2.38
0.02,1.0,0.04,1.0,2.43,2.61,2.38
0.02,0.33,0.04,1.0,1.73,2.6,2.38
0.04,0.5,0.07,0.6,1.92,2.6,2.35
0.12,1.0,0.21,0.24,1.1,2.58,2.33
0.02,1.0,0.04,1.0,0.05,2.55,2.32
0.02,1.0,0.04,0.05,0.24,2.53,2.31
0.1,1.0,0.18,0.31,0.61,2.51,2.28
0.14,1.0,0.25,0.98,3.46,2.52,2.31
0.12,0.67,0.2,0.38,0.99,2.5,2.28
0.02,1.0,0.04,1.0,5.44,2.53,2.31
0.02,1.0,0.04,0.12,1.12,2.52,2.28
0.0,0.0,0.0,0.0,1.68,2.51,2.25
0.04,1.0,0.08,0.06,1.3,2.49,2.25
0.1,1.0,0.18,0.59,1.05,2.48,2.24
0.32,0.94,0.48,0.84,4.89,2.5,2.25
